"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
4.245162283E2,6.868151500E1,2.766113667E1,1.304208034E2,7.571563721E-1,1.505800018E2,1.700000048E0,1.030000019E1
4.255162283E2,6.868150667E1,2.766115167E1,1.305208365E2,7.823777795E-1,1.402599945E2,1.700000048E0,1.000000000E1
4.265162283E2,6.868150000E1,2.766116000E1,1.305208584E2,7.550975084E-1,1.729199982E2,1.600000024E0,1.000000000E1
4.275162283E2,6.868149167E1,2.766116333E1,1.305208770E2,7.720833421E-1,1.764299927E2,1.600000024E0,9.300000191E0
4.285162283E2,6.868148333E1,2.766117500E1,1.306209059E2,7.885544300E-1,1.682200012E2,1.600000024E0,9.699999809E0
4.295162283E2,6.868147833E1,2.766118333E1,1.305209250E2,8.014224768E-1,1.610000000E2,1.600000024E0,9.399999619E0
4.305162283E2,6.868147333E1,2.766119500E1,1.304209481E2,8.003930449E-1,1.561199951E2,1.600000024E0,9.399999619E0
4.315162283E2,6.868146667E1,2.766120667E1,1.304209742E2,7.638477683E-1,1.495000000E2,1.600000024E0,9.600000381E0
4.325162283E2,6.868146167E1,2.766121333E1,1.303209911E2,7.417147160E-1,1.513500061E2,1.600000024E0,1.010000038E1
4.335162283E2,6.868145833E1,2.766121667E1,1.302210011E2,7.154638767E-1,1.565500031E2,1.600000024E0,9.800000191E0
4.345162283E2,6.868145333E1,2.766123833E1,1.302210367E2,7.103166580E-1,1.384299927E2,1.600000024E0,1.010000038E1
4.355162283E2,6.868144500E1,2.766125833E1,1.303210761E2,6.820069551E-1,1.354499969E2,1.600000024E0,1.019999981E1
4.365162283E2,6.868143667E1,2.766127000E1,1.303211050E2,6.979633570E-1,1.348800049E2,1.600000024E0,9.899999619E0
4.375162283E2,6.868142833E1,2.766128167E1,1.303211339E2,6.907572150E-1,1.373000031E2,1.600000024E0,1.010000038E1
4.385162283E2,6.868142500E1,2.766129500E1,1.303211563E2,6.670799851E-1,1.326499939E2,1.600000024E0,1.030000019E1
4.395162283E2,6.868141500E1,2.766130667E1,1.304211881E2,6.598739028E-1,1.365800018E2,1.600000024E0,1.100000000E1
4.405162283E2,6.868141000E1,2.766131333E1,1.304212051E2,6.567855477E-1,1.394900055E2,1.600000024E0,1.150000000E1
4.415162283E2,6.868140667E1,2.766132333E1,1.305212233E2,6.475205421E-1,1.332299957E2,1.600000024E0,1.069999981E1
4.425162283E2,6.868140333E1,2.766134167E1,1.305212520E2,6.470058560E-1,1.219599991E2,1.600000024E0,1.069999981E1
4.435162283E2,6.868140000E1,2.766136000E1,1.305212806E2,6.614180803E-1,1.157399979E2,1.600000024E0,1.110000038E1
4.445162283E2,6.868139833E1,2.766137167E1,1.306212980E2,6.521530747E-1,1.124700012E2,1.600000024E0,1.089999962E1
4.455162283E2,6.868139833E1,2.766138667E1,1.306213167E2,6.295052767E-1,1.152200012E2,1.600000024E0,1.110000038E1
4.465162283E2,6.868139667E1,2.766139500E1,1.305213300E2,5.960483551E-1,1.204100037E2,1.600000024E0,1.060000038E1
4.475162283E2,6.868139667E1,2.766141000E1,1.306213487E2,5.898716450E-1,1.218899994E2,1.600000024E0,1.050000000E1
4.485162283E2,6.868139333E1,2.766142333E1,1.306213711E2,5.909011364E-1,1.295200043E2,1.600000024E0,1.089999962E1
4.495162283E2,6.868139167E1,2.766144167E1,1.307213969E2,5.831802487E-1,1.163499985E2,1.600000024E0,1.119999981E1
4.505162283E2,6.868139000E1,2.766146000E1,1.308214226E2,5.806066394E-1,1.162099991E2,1.700000048E0,1.169999981E1
4.515162283E2,6.868139000E1,2.766147833E1,1.309214455E2,5.939894319E-1,1.176699982E2,1.700000048E0,1.160000038E1
4.525162283E2,6.868139000E1,2.766149833E1,1.309214705E2,5.991366506E-1,1.134400024E2,1.700000048E0,1.180000019E1
4.535162283E2,6.868138667E1,2.766150833E1,1.308214887E2,5.934747458E-1,1.223199997E2,1.799999952E0,1.169999981E1
4.545162283E2,6.868138000E1,2.766152500E1,1.307215210E2,6.032544374E-1,1.319600067E2,1.700000048E0,1.150000000E1
4.555162283E2,6.868137333E1,2.766154167E1,1.305215533E2,6.356819272E-1,1.257799988E2,1.700000048E0,1.169999981E1
4.565162283E2,6.868136333E1,2.766155333E1,1.304215851E2,6.948750019E-1,1.238000031E2,1.700000048E0,1.180000019E1
4.575162283E2,6.868135500E1,2.766157167E1,1.302216224E2,7.252436280E-1,1.155400009E2,1.799999952E0,1.189999962E1
4.585162283E2,6.868135500E1,2.766159333E1,1.300216494E2,7.309055328E-1,9.493000031E1,1.700000048E0,1.110000038E1
4.595162283E2,6.868135500E1,2.766160833E1,1.299216682E2,7.319350243E-1,9.363999939E1,1.700000048E0,1.160000038E1
4.605162283E2,6.868134500E1,2.766160667E1,1.298216833E2,7.206110954E-1,1.163399963E2,1.700000048E0,1.119999981E1
4.615162283E2,6.868133333E1,2.766162833E1,1.296217305E2,7.319350243E-1,1.077300034E2,1.600000024E0,9.699999809E0
4.625162283E2,6.868132500E1,2.766165500E1,1.293217782E2,7.911280394E-1,9.391999817E1,1.600000024E0,1.000000000E1
4.635162283E2,6.868131833E1,2.766168500E1,1.290218271E2,8.616449833E-1,9.190000153E1,1.600000024E0,1.039999962E1
4.645162283E2,6.868131500E1,2.766172167E1,1.287218786E2,9.120877981E-1,8.334999847E1,1.600000024E0,1.030000019E1
4.655162283E2,6.868131167E1,2.766176333E1,1.286219364E2,9.645894170E-1,8.956999969E1,1.600000024E0,1.080000019E1
4.665162283E2,6.868130667E1,2.766180833E1,1.282220012E2,1.039224148E0,8.668000031E1,1.500000000E0,1.100000000E1
4.675162283E2,6.868130333E1,2.766185000E1,1.279220589E2,1.089666963E0,9.733999634E1,1.500000000E0,1.130000019E1
4.685162283E2,6.868130000E1,2.766188333E1,1.275221063E2,1.144742250E0,1.120699997E2,1.500000000E0,1.200000000E1
4.695162283E2,6.868129500E1,2.766190667E1,1.272221440E2,1.198273301E0,1.267600021E2,1.500000000E0,9.899999619E0
4.705162283E2,6.868129000E1,2.766192500E1,1.269221755E2,1.250260234E0,1.383399963E2,1.399999976E0,1.060000038E1
4.715162283E2,6.868128500E1,2.766194500E1,1.266222091E2,1.270849109E0,1.373000031E2,1.399999976E0,1.000000000E1
